player,team_id,team_name,match_date,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,player_id
Prisca Chilufya,2a6178ac,Pride,0532025,9,zm ZAM,F,25-329,16,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,6,0,0,0,2a6178ac_9
Kerry Abello,2a6178ac,Pride,0532025,25,us USA,M,25-228,90,0,0,0,0,0,0,0,0,60,2,0,1,0.0,0.0,0.0,1,0,48,55,87.3,6,32,1,3,2,2a6178ac_25
Haley Hanson,2a6178ac,Pride,0532025,2,us USA,M,29-090,90,0,0,0,0,0,0,0,0,46,3,0,1,0.0,0.0,0.0,2,0,26,36,72.2,5,26,0,1,0,2a6178ac_2
Ally Lemos,2a6178ac,Pride,0532025,30,us USA,M,21-060,67,0,0,0,0,0,0,1,0,40,3,1,1,0.0,0.0,0.1,1,0,23,33,69.7,3,22,0,1,0,2a6178ac_30
Viviana Villacorta,2a6178ac,Pride,0532025,14,us USA,M,26-090,23,0,0,0,0,0,0,0,0,11,2,0,0,0.0,0.0,0.0,0,0,7,7,100.0,1,5,0,1,0,2a6178ac_14
Ally Watt,2a6178ac,Pride,0532025,11,us USA,M,28-052,82,0,0,0,0,3,2,0,0,33,3,0,3,0.3,0.3,0.0,2,0,6,17,35.3,1,14,1,3,0,2a6178ac_11
Grace Chanda,2a6178ac,Pride,0532025,23,zm ZAM,M,27-326,8,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0.0,0,0,4,5,80.0,0,4,0,0,0,2a6178ac_23
Carson Pickett,2a6178ac,Pride,0532025,19,us USA,D,31-230,67,0,0,0,0,0,0,0,0,47,1,0,0,0.0,0.0,0.0,2,0,28,38,73.7,2,16,0,2,0,2a6178ac_19
Angelina,2a6178ac,Pride,0532025,15,br BRA,M,25-097,23,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.2,2,0,20,28,71.4,2,13,0,1,1,2a6178ac_15
Zara Chavosi,2a6178ac,Pride,0532025,34,ca CAN,D,22-148,90,0,0,0,0,0,0,0,0,91,4,1,4,0.0,0.0,0.0,0,0,62,76,81.6,1,64,0,0,0,2a6178ac_34
Emily Sams,2a6178ac,Pride,0532025,6,us USA,D,25-306,90,0,0,0,0,0,0,0,0,72,2,0,1,0.0,0.0,0.0,0,0,58,65,89.2,7,39,1,2,2,2a6178ac_6
Oihane Hernández,2a6178ac,Pride,0532025,21,es ESP,D,24-364,67,0,0,0,0,0,0,0,0,34,1,4,0,0.0,0.0,0.0,0,0,25,30,83.3,2,21,0,0,0,2a6178ac_21
Cori Dyke,2a6178ac,Pride,0532025,12,us USA,D,24-225,23,0,0,0,0,0,0,0,0,28,1,1,0,0.0,0.0,0.0,1,0,17,25,68.0,1,12,1,0,0,2a6178ac_12
Anna Moorhouse,2a6178ac,Pride,0532025,1,eng ENG,G,30-034,50,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,14,15,93.3,0,14,0,0,0,2a6178ac_1
McKinley Crone,2a6178ac,Pride,0532025,40,,G,,40,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,15,17,88.2,0,10,0,0,0,2a6178ac_40
Messiah Bright,e813709a,Dash,0522025,6,us USA,F,25-110,78,0,0,0,0,1,0,0,0,26,2,0,0,0.0,0.0,0.1,1,0,11,19,57.9,1,12,3,0,0,e813709a_6
Evelina Duljan,e813709a,Dash,0522025,7,se SWE,F,21-355,12,0,0,0,0,1,0,0,0,15,1,0,0,0.0,0.0,0.0,0,0,6,9,66.7,1,9,1,2,0,e813709a_7
Yazmeen Ryan,e813709a,Dash,0522025,11,us USA,F,26-066,90,0,0,0,0,1,0,0,0,39,1,0,0,0.0,0.0,0.6,5,1,18,30,60.0,3,16,3,2,2,e813709a_11
Maggie Graham,e813709a,Dash,0522025,23,us USA,F,22-296,90,0,0,0,0,0,0,1,0,33,2,0,0,0.0,0.0,0.0,2,0,18,23,78.3,3,13,0,0,0,e813709a_23
Ryan Gareis,e813709a,Dash,0522025,21,us USA,M,26-170,45,0,1,0,0,0,0,0,0,30,1,0,1,0.0,0.0,0.0,1,1,13,24,54.2,2,14,1,3,1,e813709a_21
Michelle Alozie,e813709a,Dash,0522025,22,ng NGA,M,28-004,45,0,0,0,0,1,1,0,0,37,0,0,1,0.0,0.0,0.0,1,0,20,32,62.5,3,12,2,0,0,e813709a_22
Delanie Sheehan,e813709a,Dash,0522025,8,us USA,M,26-109,90,0,0,0,0,1,0,0,0,58,0,1,0,0.0,0.0,0.1,2,0,39,49,79.6,7,26,0,3,1,e813709a_8
Danielle Colaprico,e813709a,Dash,0522025,24,us USA,M,31-361,62,0,0,0,0,0,0,0,0,37,1,2,0,0.0,0.0,0.0,0,0,28,32,87.5,0,13,0,0,0,e813709a_24
Bárbara Olivieri,e813709a,Dash,0522025,10,ve VEN,M,23-067,28,0,0,0,0,1,1,0,0,26,0,1,2,0.5,0.5,0.0,4,0,18,20,90.0,6,15,0,1,0,e813709a_10
Avery Patterson,e813709a,Dash,0522025,15,us USA,M,22-322,90,1,0,0,0,5,4,0,0,74,1,1,3,0.4,0.4,0.0,1,0,41,51,80.4,4,33,3,0,0,e813709a_15
Paige Nielsen,e813709a,Dash,0522025,14,us USA,D,31-200,90,0,0,0,0,0,0,0,0,65,2,0,0,0.0,0.0,0.0,2,0,49,56,87.5,4,32,4,0,0,e813709a_14
Katie Lind,e813709a,Dash,0522025,25,us USA,D,31-076,90,0,0,0,0,0,0,0,0,54,0,0,2,0.0,0.0,0.0,1,0,43,45,95.6,0,18,0,0,0,e813709a_25
Christen Westphal,e813709a,Dash,0522025,20,us USA,D,31-242,77,0,0,0,0,0,0,1,0,53,3,1,3,0.0,0.0,0.0,1,0,38,43,88.4,4,24,0,0,0,e813709a_20
Natalie Jacobs,e813709a,Dash,0522025,4,us USA,D,27-259,13,0,0,0,0,1,0,0,0,16,0,0,0,0.0,0.0,0.0,1,0,11,13,84.6,3,6,0,0,0,e813709a_4
Jane Campbell,e813709a,Dash,0522025,1,us USA,G,30-074,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,28,42,66.7,0,16,0,0,0,e813709a_1
Kayla Fischer,da19ebd1,Racing,0522025,9,us USA,F,25-117,66,1,0,0,0,2,2,0,0,25,2,0,2,0.2,0.2,0.0,1,0,8,12,66.7,1,14,3,3,1,da19ebd1_9
Sarah Weber,da19ebd1,Racing,0522025,42,us USA,F,22-077,24,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,2,1,4,4,100.0,0,5,0,0,0,da19ebd1_42
Janine Sonis,da19ebd1,Racing,0522025,16,ca CAN,F,30-255,90,0,0,0,0,1,0,0,0,43,1,4,2,0.1,0.1,0.0,0,0,15,26,57.7,1,20,1,1,0,da19ebd1_16
Emma Sears,da19ebd1,Racing,0522025,13,us USA,F,24-068,90,1,0,0,0,3,2,0,0,41,3,1,1,0.3,0.3,0.0,2,0,12,25,48.0,0,22,4,3,1,da19ebd1_13
Savannah Demelo,da19ebd1,Racing,0522025,7,us USA,M,27-037,90,0,1,0,0,2,0,0,0,50,1,0,0,0.0,0.0,0.3,4,1,22,35,62.9,4,32,0,1,0,da19ebd1_7
Marisa DiGrande,da19ebd1,Racing,0522025,14,us USA,M,28-086,66,0,0,0,0,2,0,1,0,31,2,0,3,0.1,0.1,0.0,1,0,17,21,81.0,3,17,0,0,0,da19ebd1_14
Katie O’Kane,da19ebd1,Racing,0522025,20,,M,,24,0,0,0,0,0,0,0,0,4,2,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,2,0,0,0,da19ebd1_20
Taylor Flint,da19ebd1,Racing,0522025,26,us USA,M,26-161,90,0,0,0,0,0,0,0,0,55,8,5,1,0.0,0.0,0.0,1,0,13,31,41.9,3,16,0,0,0,da19ebd1_26
Courtney Petersen,da19ebd1,Racing,0522025,11,us USA,D,27-186,90,0,0,0,0,1,0,0,0,52,1,0,2,0.0,0.0,0.0,4,0,33,46,71.7,3,25,0,1,1,da19ebd1_11
Arin Wright,da19ebd1,Racing,0522025,3,us USA,D,32-128,90,0,0,0,0,0,0,0,0,41,1,0,0,0.0,0.0,0.0,2,0,23,30,76.7,2,17,1,1,0,da19ebd1_3
Ellie Jean,da19ebd1,Racing,0522025,5,us USA,D,28-091,90,0,0,0,0,0,0,0,0,26,0,0,1,0.0,0.0,0.0,0,0,15,19,78.9,1,15,0,0,0,da19ebd1_5
Lauren Milliet,da19ebd1,Racing,0522025,2,us USA,D,28-152,90,0,0,0,0,0,0,0,0,53,2,0,1,0.0,0.0,0.0,0,0,35,43,81.4,5,20,1,1,0,da19ebd1_2
Jordyn Bloomer,da19ebd1,Racing,0522025,24,us USA,G,27-200,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,13,24,54.2,0,12,0,0,0,da19ebd1_24
Ji So-yun,257fad2b,Reign,0522025,91,kr KOR,F,34-070,83,0,0,0,0,0,0,1,0,27,1,0,0,0.0,0.0,0.0,1,0,17,21,81.0,4,17,1,1,0,257fad2b_91
Shae Holmes,257fad2b,Reign,0522025,25,us USA,F,25-055,7,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,0,3,0.0,0,0,0,1,0,257fad2b_25
Jordyn Huitema,257fad2b,Reign,0522025,9,ca CAN,F,23-359,90,0,1,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.1,1,0,10,17,58.8,1,9,0,1,0,257fad2b_9
Angharad James,257fad2b,Reign,0522025,8,wls WAL,M,30-335,78,0,0,0,0,0,0,0,0,27,1,0,0,0.0,0.0,0.0,0,0,18,24,75.0,3,10,0,0,0,257fad2b_8
Ainsley Mccammon,257fad2b,Reign,0522025,16,us USA,M,17-259,12,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,0,3,0.0,0,0,0,0,0,257fad2b_16
Samantha Meza,257fad2b,Reign,0522025,20,us USA,M,23-176,90,0,0,0,0,2,1,0,0,52,4,3,6,0.1,0.1,0.0,1,0,21,32,65.6,3,16,1,0,0,257fad2b_20
Lynn Biyendolo,257fad2b,Reign,0522025,6,us USA,M,31-346,90,1,0,0,0,2,1,0,0,35,3,0,2,0.2,0.2,0.0,2,1,12,21,57.1,2,16,0,2,1,257fad2b_6
Madeline Dahlien,257fad2b,Reign,0522025,5,us USA,D,20-281,89,0,0,0,0,0,0,0,0,31,4,1,1,0.0,0.0,0.0,0,0,16,20,80.0,4,12,2,2,1,257fad2b_5
Maddie Mercado,257fad2b,Reign,0522025,2,us USA,D,24-031,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,257fad2b_2
Ana-Maria Crnogorčević,257fad2b,Reign,0522025,7,ch SUI,D,34-211,78,0,0,0,0,0,0,0,0,47,1,1,2,0.0,0.0,0.0,0,0,29,39,74.4,4,15,3,1,0,257fad2b_7
Madison Curry,257fad2b,Reign,0522025,24,us USA,D,24-099,12,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,257fad2b_24
Lauren Barnes,257fad2b,Reign,0522025,3,us USA,D,35-336,89,0,0,0,0,0,0,1,0,72,2,1,0,0.0,0.0,0.0,1,0,49,67,73.1,6,30,1,1,1,257fad2b_3
Emily Mason,257fad2b,Reign,0522025,14,us USA,D,22-191,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,257fad2b_14
Phoebe McClernon,257fad2b,Reign,0522025,21,us USA,D,27-140,90,0,0,0,0,0,0,0,0,104,1,1,2,0.0,0.0,0.0,1,0,78,90,86.7,3,74,0,0,0,257fad2b_21
Jordyn Bugg,257fad2b,Reign,0522025,23,us USA,D,18-264,90,0,0,0,0,1,0,0,0,86,1,0,0,0.0,0.0,0.0,1,0,61,77,79.2,1,59,0,0,0,257fad2b_23
Claudia Dickey,257fad2b,Reign,0522025,1,us USA,G,25-116,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,24,42,57.1,0,21,0,0,0,257fad2b_1
Beatriz,6f666306,Current,0522025,9,br BRA,F,31-136,74,0,0,0,0,2,0,0,0,42,2,0,1,0.1,0.1,0.0,5,0,20,25,80.0,5,31,2,3,2,6f666306_9
Mary Long,6f666306,Current,0522025,19,us USA,F,18-098,16,0,0,0,0,1,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,4,5,80.0,0,9,1,0,0,6f666306_19
Debinha,6f666306,Current,0522025,99,br BRA,F,33-194,90,0,0,0,0,2,1,0,0,42,0,2,1,0.1,0.1,0.2,4,0,23,32,71.9,5,29,5,4,1,6f666306_99
Haley Hopkins,6f666306,Current,0522025,13,us USA,F,26-132,74,0,0,0,0,2,1,0,0,29,0,1,0,0.1,0.1,0.0,1,0,16,23,69.6,2,17,1,1,0,6f666306_13
Ellie Wheeler,6f666306,Current,0522025,5,us USA,F,23-139,16,0,0,0,0,1,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,1,6,16.7,0,2,0,0,0,6f666306_5
Lo'eau LaBonta,6f666306,Current,0522025,10,us USA,M,32-045,90,0,0,0,0,0,0,1,0,74,0,0,1,0.0,0.0,0.0,2,0,53,66,80.3,5,48,0,1,0,6f666306_10
Vanessa DiBernardo,6f666306,Current,0522025,16,us USA,M,32-352,60,0,0,0,0,0,0,0,0,42,1,0,0,0.0,0.0,0.0,2,0,22,32,68.8,6,29,4,4,1,6f666306_16
Temwa Chaŵinga,6f666306,Current,0522025,6,mw MWI,M,26-224,30,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0.0,5,0,6,9,66.7,0,9,1,2,2,6f666306_6
Claire Hutton,6f666306,Current,0522025,14,us USA,M,19-111,74,0,0,0,0,0,0,0,0,55,2,1,1,0.0,0.0,0.0,0,0,35,44,79.5,6,32,1,1,1,6f666306_14
Raquel Rodríguez,6f666306,Current,0522025,11,cr CRC,M,31-186,16,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,3,9,33.3,1,3,0,0,0,6f666306_11
Lacho Marta,6f666306,Current,0522025,30,ao ANG,D,26-047,60,0,0,0,0,1,0,0,0,41,0,1,0,0.0,0.0,0.0,0,0,27,34,79.4,2,26,2,2,1,6f666306_30
Isabel Rodriguez,6f666306,Current,0522025,18,us USA,D,26-019,30,0,0,0,0,0,0,0,0,25,0,1,0,0.0,0.0,0.2,3,0,13,23,56.5,0,16,3,1,0,6f666306_18
Kayla Sharples,6f666306,Current,0522025,27,us USA,D,27-319,90,0,0,0,0,1,1,0,0,66,3,1,0,0.1,0.1,0.0,0,0,49,55,89.1,4,48,0,1,1,6f666306_27
Alana Cook,6f666306,Current,0522025,15,us USA,D,28-021,90,0,0,0,0,0,0,0,0,65,1,0,0,0.0,0.0,0.0,0,0,56,58,96.6,2,49,0,0,0,6f666306_15
Hailie Mace,6f666306,Current,0522025,4,us USA,D,28-039,90,0,0,0,0,2,0,0,0,65,2,2,0,0.1,0.1,0.0,1,0,44,56,78.6,4,30,3,2,2,6f666306_4
Lorena,6f666306,Current,0522025,23,br BRA,G,27-361,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,15,23,65.2,0,18,0,0,0,6f666306_23
Ashley Hatch,e442aad0,Spirit,0522025,33,us USA,F,29-342,90,0,1,0,0,4,0,0,0,38,1,0,1,0.5,0.5,0.7,6,1,15,24,62.5,4,17,0,1,1,e442aad0_33
Gift Monday,e442aad0,Spirit,0522025,21,ng NGA,M,23-144,86,1,0,0,0,2,1,1,0,36,3,0,1,0.9,0.9,0.1,2,0,11,20,55.0,3,27,2,3,3,e442aad0_21
Chloe Ricketts,e442aad0,Spirit,0522025,39,us USA,M,17-344,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,e442aad0_39
Narumi Miura,e442aad0,Spirit,0522025,5,jp JPN,M,27-303,76,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.1,2,0,16,16,100.0,2,11,0,0,0,e442aad0_5
Courtney Brown,e442aad0,Spirit,0522025,16,us USA,M,24-158,14,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,e442aad0_16
Heather Stainbrook,e442aad0,Spirit,0522025,22,us USA,M,24-049,65,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,1,1,18,22,81.8,3,16,0,0,0,e442aad0_22
Kysha Sylla,e442aad0,Spirit,0522025,25,fr FRA,M,21-087,25,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,10,10,100.0,0,8,0,0,0,e442aad0_25
Rosemonde Kouassi,e442aad0,Spirit,0522025,19,ci CIV,M,23-127,65,0,1,0,0,2,0,0,0,34,1,1,2,0.7,0.7,0.9,1,1,6,18,33.3,2,17,5,4,1,e442aad0_19
Croix Bethune,e442aad0,Spirit,0522025,7,us USA,M,24-049,25,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,0,0,4,10,40.0,0,8,1,0,0,e442aad0_7
Gabrielle Carle,e442aad0,Spirit,0522025,14,ca CAN,D,26-202,90,0,0,0,0,0,0,0,0,40,3,0,2,0.0,0.0,0.0,1,1,21,31,67.7,2,14,1,0,0,e442aad0_14
Esme Morgan,e442aad0,Spirit,0522025,24,eng ENG,D,24-196,90,2,0,0,0,2,2,0,0,50,1,0,2,0.3,0.3,0.0,0,0,29,38,76.3,1,26,0,1,1,e442aad0_24
Rebeca Bernal,e442aad0,Spirit,0522025,4,mx MEX,D,27-244,90,0,0,0,0,0,0,0,0,53,1,3,2,0.0,0.0,0.3,0,0,32,40,80.0,0,26,0,0,0,e442aad0_4
Tara McKeown,e442aad0,Spirit,0522025,9,us USA,D,25-304,90,0,0,0,0,0,0,0,0,62,1,1,4,0.0,0.0,0.0,1,0,32,52,61.5,1,22,0,0,0,e442aad0_9
Makenna Morris,e442aad0,Spirit,0522025,8,us USA,D,23-006,65,0,0,0,0,0,0,0,0,30,1,0,0,0.0,0.0,0.0,1,0,13,23,56.5,1,13,0,3,0,e442aad0_8
Brittany Ratcliffe,e442aad0,Spirit,0522025,13,us USA,D,31-084,25,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,5,1,0,0,e442aad0_13
Sandy MacIver,e442aad0,Spirit,0522025,28,sct SCO,G,26-318,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,19,24,79.2,0,18,0,0,0,e442aad0_28
Riley Tiernan,ae38d267,Angel City,0522025,33,us USA,F,22-169,90,2,0,0,0,4,3,0,0,24,0,0,0,0.6,0.6,0.0,4,0,11,14,78.6,0,13,4,1,1,ae38d267_33
Alyssa Thompson,ae38d267,Angel City,0522025,21,us USA,F,20-176,90,0,1,0,0,5,1,0,0,38,3,0,0,0.2,0.2,0.7,6,2,23,26,88.5,6,22,5,2,1,ae38d267_21
Julie Dufour,ae38d267,Angel City,0522025,7,fr FRA,F,23-338,45,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.0,1,0,7,14,50.0,0,11,1,0,0,ae38d267_7
Claire Emslie,ae38d267,Angel City,0522025,10,sct SCO,F,31-055,45,0,0,0,0,5,2,0,0,34,2,0,1,0.7,0.7,0.2,5,0,18,24,75.0,1,15,1,0,0,ae38d267_10
Kennedy Fuller,ae38d267,Angel City,0522025,17,us USA,M,18-054,68,0,0,0,0,0,0,1,0,25,1,0,1,0.0,0.0,0.1,2,0,17,19,89.5,3,13,4,1,1,ae38d267_17
Christen Press,ae38d267,Angel City,0522025,23,us USA,F,36-124,22,0,0,0,0,2,0,0,0,14,0,1,0,0.1,0.1,0.0,3,1,9,12,75.0,0,9,1,1,1,ae38d267_23
Katie Zelem,ae38d267,Angel City,0522025,4,eng ENG,M,29-102,89,1,0,0,0,2,1,0,0,92,4,3,1,0.1,0.1,0.3,6,1,57,80,71.3,5,40,1,0,0,ae38d267_4
Madison Hammond,ae38d267,Angel City,0522025,99,us USA,M,27-168,1,0,0,0,0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,ae38d267_99
Alanna Kennedy,ae38d267,Angel City,0522025,14,au AUS,M,30-101,90,0,0,0,0,2,0,0,0,56,1,2,0,0.0,0.0,0.0,4,1,31,43,72.1,6,29,0,1,0,ae38d267_14
Mary Vignola,ae38d267,Angel City,0522025,16,us USA,D,27-080,45,0,1,0,0,0,0,0,0,43,4,0,1,0.0,0.0,0.2,2,1,29,36,80.6,3,20,1,1,1,ae38d267_16
Miyabi Moriya,ae38d267,Angel City,0522025,29,jp JPN,D,28-253,45,0,0,0,0,0,0,0,0,22,2,1,0,0.0,0.0,0.0,1,0,10,18,55.6,0,9,1,0,0,ae38d267_29
Savannah King,ae38d267,Angel City,0522025,3,us USA,D,20-084,90,0,0,0,0,1,0,1,0,54,0,2,0,0.0,0.0,0.0,1,0,33,43,76.7,1,27,1,0,0,ae38d267_3
Sarah Gorden,ae38d267,Angel City,0522025,11,us USA,D,32-231,90,0,0,0,0,0,0,0,0,50,1,0,0,0.0,0.0,0.0,2,0,38,47,80.9,5,33,0,0,0,ae38d267_11
Gisele Thompson,ae38d267,Angel City,0522025,20,us USA,D,19-151,74,1,1,0,0,1,1,0,0,46,3,1,3,0.4,0.4,0.1,2,1,29,34,85.3,4,21,6,1,1,ae38d267_20
Megan Reid,ae38d267,Angel City,0522025,6,us USA,D,29-023,16,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,5,8,62.5,0,3,0,0,0,ae38d267_6
Angelina Anderson,ae38d267,Angel City,0522025,19,us USA,G,24-041,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,18,34,52.9,0,19,0,0,0,ae38d267_19
Esther González,8e306dc6,Gotham FC,0542025,9,es ESP,F,32-147,90,0,0,0,0,2,0,0,0,18,0,0,0,0.1,0.1,0.0,0,0,10,13,76.9,3,13,2,1,1,8e306dc6_9
Ella Stevens,8e306dc6,Gotham FC,0542025,13,us USA,M,27-144,80,0,0,0,0,3,2,0,0,30,3,1,1,0.3,0.3,0.0,2,0,13,17,76.5,1,18,3,2,1,8e306dc6_13
Mak Whitham,8e306dc6,Gotham FC,0542025,17,us USA,M,14-281,10,0,0,0,0,2,2,0,0,10,0,0,0,0.2,0.2,0.0,0,0,2,4,50.0,0,5,0,2,0,8e306dc6_17
Sarah Schupansky,8e306dc6,Gotham FC,0542025,11,us USA,M,21-252,78,0,0,0,0,1,0,0,0,36,0,0,1,0.1,0.1,0.3,3,0,14,26,53.8,1,20,0,1,0,8e306dc6_11
Sofia Cook,8e306dc6,Gotham FC,0542025,21,us USA,M,20-270,12,0,0,0,0,0,0,0,0,9,2,0,0,0.0,0.0,0.0,1,0,6,6,100.0,3,7,1,1,0,8e306dc6_21
Jaelin Howell,8e306dc6,Gotham FC,0542025,7,us USA,M,25-164,90,0,0,0,0,1,1,1,0,43,1,1,0,0.1,0.1,0.0,3,0,27,37,73.0,3,29,1,1,1,8e306dc6_7
Geyse,8e306dc6,Gotham FC,0542025,10,br BRA,M,27-038,45,0,0,0,0,2,0,0,0,14,2,0,0,0.1,0.1,0.0,1,0,4,8,50.0,0,12,3,3,2,8e306dc6_10
Margaret Purce,8e306dc6,Gotham FC,0542025,23,us USA,M,29-228,45,0,0,0,0,1,0,0,0,26,2,0,0,0.0,0.0,0.2,3,0,12,21,57.1,1,14,3,2,1,8e306dc6_23
Taryn Torres,8e306dc6,Gotham FC,0542025,8,us USA,M,26-011,78,0,0,0,0,0,0,0,0,37,2,0,1,0.0,0.0,0.1,2,0,23,28,82.1,3,21,1,1,0,8e306dc6_8
Mandy Freeman,8e306dc6,Gotham FC,0542025,22,us USA,M,30-042,12,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,1,4,0,0,0,8e306dc6_22
Lilly Reale,8e306dc6,Gotham FC,0542025,4,us USA,D,21-265,90,0,0,0,0,1,1,0,0,51,1,2,3,0.0,0.0,0.0,3,0,27,41,65.9,5,19,1,0,0,8e306dc6_4
Nealy Martin,8e306dc6,Gotham FC,0542025,14,us USA,D,27-012,90,0,0,0,0,0,0,0,0,74,1,1,0,0.0,0.0,0.0,0,0,57,70,81.4,5,41,0,1,1,8e306dc6_14
Emily Sonnett,8e306dc6,Gotham FC,0542025,6,us USA,D,31-160,90,0,0,0,0,1,0,0,0,84,1,1,0,0.3,0.3,0.1,2,0,67,75,89.3,6,50,0,0,0,8e306dc6_6
Bruninha,8e306dc6,Gotham FC,0542025,3,br BRA,D,22-322,90,0,0,0,0,0,0,0,0,66,2,1,0,0.0,0.0,0.0,4,0,41,57,71.9,6,29,2,0,0,8e306dc6_3
Ann-Katrin Berger,8e306dc6,Gotham FC,0542025,30,de GER,G,34-207,90,0,0,0,0,0,0,0,0,70,0,0,0,0.0,0.0,0.0,0,0,62,68,91.2,2,44,0,0,0,8e306dc6_30
Ludmila,d976a235,Chicago Stars,0542025,14,br BRA,F,30-154,89,0,0,0,0,2,0,0,0,23,0,0,1,0.1,0.1,0.0,0,0,6,17,35.3,0,15,3,2,2,d976a235_14
Micayla Johnson,d976a235,Chicago Stars,0542025,23,us USA,F,17-106,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,d976a235_23
Ally Schlegel,d976a235,Chicago Stars,0542025,34,us USA,F,25-086,78,0,0,0,0,0,0,0,0,33,0,0,2,0.0,0.0,0.0,1,0,14,25,56.0,4,12,1,0,0,d976a235_34
Leilanni Nesbeth,d976a235,Chicago Stars,0542025,13,bm BER,F,23-291,12,0,0,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,3,1,0,0,d976a235_13
Julia Grosso,d976a235,Chicago Stars,0542025,21,ca CAN,M,24-248,88,0,0,0,0,0,0,0,0,24,1,1,0,0.0,0.0,0.0,0,0,14,20,70.0,3,13,0,2,2,d976a235_21
Shea Groom,d976a235,Chicago Stars,0542025,10,us USA,M,32-061,2,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,1,0,d976a235_10
Bea Franklin,d976a235,Chicago Stars,0542025,20,us USA,M,24-212,90,0,0,0,0,0,0,0,0,44,2,2,0,0.0,0.0,0.1,2,0,27,37,73.0,2,15,0,1,1,d976a235_20
Maitane López Millán,d976a235,Chicago Stars,0542025,77,es ESP,M,30-052,90,0,0,0,0,1,0,0,0,36,3,1,1,0.0,0.0,0.0,0,0,19,24,79.2,1,13,0,1,0,d976a235_77
Jameese Joseph,d976a235,Chicago Stars,0542025,8,us USA,M,23-001,73,0,0,0,0,1,1,0,0,42,2,0,0,0.1,0.1,0.0,1,0,26,34,76.5,0,26,3,0,0,d976a235_8
Chardonnay Curran,d976a235,Chicago Stars,0542025,11,us USA,M,25-259,17,0,0,0,0,0,0,1,0,9,0,0,0,0.0,0.0,0.0,0,0,2,6,33.3,0,6,1,1,0,d976a235_11
Taylor Malham,d976a235,Chicago Stars,0542025,32,us USA,D,25-349,90,0,0,0,0,0,0,0,0,59,2,2,1,0.0,0.0,0.0,0,0,26,34,76.5,2,26,1,4,0,d976a235_32
