player,team_id,team_name,match_date,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,player_id
Ellie Wheeler,6f666306,Current,05162025,5,us USA,M,23-153,90,0,0,0,0,1,0,0,0,23,1,1,0,0.1,0.1,0.0,0,0,5,12,41.7,0,9,0,1,0,6f666306_5
Isabel Rodriguez,6f666306,Current,05162025,18,us USA,D,26-033,90,0,0,0,0,1,1,0,0,51,2,1,0,0.1,0.1,0.1,3,0,28,40,70.0,6,20,3,0,0,6f666306_18
Kayla Sharples,6f666306,Current,05162025,27,us USA,D,27-333,90,0,0,0,0,0,0,0,0,69,6,0,0,0.0,0.0,0.0,1,0,51,56,91.1,1,41,1,0,0,6f666306_27
Alana Cook,6f666306,Current,05162025,15,us USA,D,28-035,61,0,0,0,0,0,0,0,0,60,1,1,1,0.0,0.0,0.0,1,1,52,54,96.3,0,48,0,0,0,6f666306_15
Elizabeth Ball,6f666306,Current,05162025,7,us USA,D,29-208,29,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,6f666306_7
Hailie Mace,6f666306,Current,05162025,4,us USA,D,28-053,90,0,0,0,0,0,0,0,0,80,3,2,1,0.0,0.0,0.0,1,1,56,66,84.8,4,40,1,0,0,6f666306_4
Lorena,6f666306,Current,05162025,23,br BRA,G,28-010,90,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,13,20,65.0,0,13,0,0,0,6f666306_23
Racheal Kundananji,231a532f,Bay FC,05172025,9,zm ZAM,F,24-348,68,0,0,0,0,3,1,1,0,31,0,1,0,0.2,0.2,0.0,2,1,11,14,78.6,0,16,2,1,0,231a532f_9
Asisat Oshoala,231a532f,Bay FC,05172025,8,ng NGA,F,30-220,22,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.2,3,0,3,5,60.0,0,5,1,1,1,231a532f_8
Taylor Huff,231a532f,Bay FC,05172025,7,us USA,F,22-274,90,0,1,0,0,1,0,0,0,50,0,3,1,0.0,0.0,0.2,5,1,23,40,57.5,2,21,1,4,2,231a532f_7
Penelope Hocking,231a532f,Bay FC,05172025,55,us USA,M,25-139,79,1,0,0,0,1,1,0,0,27,3,0,1,0.1,0.1,0.0,1,0,9,14,64.3,1,10,1,2,1,231a532f_55
Tess Boade,231a532f,Bay FC,05172025,12,us USA,M,26-103,11,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,7,7,100.0,0,0,0,0,0,231a532f_12
Dorian Bailey,231a532f,Bay FC,05172025,19,us USA,M,28-109,86,0,0,0,0,1,1,1,0,37,2,2,2,0.0,0.0,0.0,1,0,19,25,76.0,4,6,0,2,2,231a532f_19
Joelle Anderson,231a532f,Bay FC,05172025,18,us USA,M,26-223,4,0,0,0,0,1,0,0,0,7,1,1,0,0.1,0.1,0.0,0,0,3,4,75.0,0,2,0,0,0,231a532f_18
Caroline Conti,231a532f,Bay FC,05172025,15,us USA,M,24-050,79,1,0,1,1,1,0,0,0,38,0,0,2,0.8,0.0,0.0,1,0,26,30,86.7,2,11,0,1,0,231a532f_15
Jamie Shepherd,231a532f,Bay FC,05172025,14,us USA,M,24-220,11,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,0,0,9,10,90.0,2,2,0,0,0,231a532f_14
Rachel Hill,231a532f,Bay FC,05172025,21,us USA,M,30-030,90,0,0,0,0,1,0,0,0,43,5,1,0,0.0,0.0,0.0,3,1,23,33,69.7,3,11,0,1,0,231a532f_21
Madeline Moreau,231a532f,Bay FC,05172025,24,us USA,D,24-163,79,0,0,0,0,0,0,0,0,42,0,2,3,0.0,0.0,0.0,0,0,15,30,50.0,0,13,3,2,1,231a532f_24
Alyssa Malonson,231a532f,Bay FC,05172025,20,us USA,D,26-038,11,0,0,0,0,0,0,0,0,11,1,1,0,0.0,0.0,0.0,0,0,4,7,57.1,1,5,0,0,0,231a532f_20
Emily Menges,231a532f,Bay FC,05172025,4,us USA,D,32-293,90,0,0,0,0,0,0,1,0,44,0,0,1,0.0,0.0,0.0,0,0,32,38,84.2,0,15,0,0,0,231a532f_4
Abby Dahlkemper,231a532f,Bay FC,05172025,13,us USA,D,32-004,90,0,0,0,0,1,0,0,0,46,0,0,1,0.1,0.1,0.0,0,0,27,38,71.1,1,19,0,0,0,231a532f_13
Caprice Dydasco,231a532f,Bay FC,05172025,3,us USA,D,31-271,90,0,0,0,0,1,0,0,0,67,1,1,1,0.0,0.0,0.0,2,0,40,57,70.2,9,22,0,2,2,231a532f_3
Jordan Silkowitz,231a532f,Bay FC,05172025,29,us USA,G,25-051,90,0,0,0,0,0,0,1,0,40,0,0,0,0.0,0.0,0.0,0,0,22,37,59.5,0,17,0,0,0,231a532f_29
Riley Tiernan,ae38d267,Angel City,05172025,33,us USA,F,22-184,90,0,0,0,0,2,1,0,0,21,1,0,0,0.1,0.1,0.1,1,0,12,14,85.7,0,9,2,0,0,ae38d267_33
Alyssa Thompson,ae38d267,Angel City,05172025,21,us USA,F,20-191,89,0,0,0,0,5,2,0,0,35,2,1,2,0.4,0.4,0.1,8,0,15,20,75.0,2,24,5,3,3,ae38d267_21
Julie Dufour,ae38d267,Angel City,05172025,7,fr FRA,F,23-353,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,ae38d267_7
Christen Press,ae38d267,Angel City,05172025,23,us USA,F,36-139,66,0,0,0,0,2,0,0,0,25,1,2,0,0.0,0.0,0.2,3,0,15,21,71.4,2,13,3,0,0,ae38d267_23
Casey Phair,ae38d267,Angel City,05172025,9,kr KOR,F,17-322,24,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,2,0,0,0,ae38d267_9
Kennedy Fuller,ae38d267,Angel City,05172025,17,us USA,M,18-069,89,0,0,0,0,3,0,0,0,34,1,0,1,0.3,0.3,0.1,2,0,15,25,60.0,6,12,1,0,0,ae38d267_17
Sophia Mattice,ae38d267,Angel City,05172025,25,us USA,M,22-326,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,ae38d267_25
Katie Zelem,ae38d267,Angel City,05172025,4,eng ENG,M,29-117,45,0,0,0,0,1,1,0,0,44,1,1,0,0.1,0.1,0.0,3,0,30,40,75.0,3,10,0,1,0,ae38d267_4
Macey Hodge,ae38d267,Angel City,05172025,8,us USA,M,24-013,45,0,0,0,0,0,0,0,0,28,1,0,2,0.0,0.0,0.0,1,0,12,21,57.1,2,6,0,0,0,ae38d267_8
Alanna Kennedy,ae38d267,Angel City,05172025,14,au AUS,M,30-116,65,0,0,0,0,2,0,0,0,39,2,0,1,0.1,0.1,0.0,0,0,22,32,68.8,0,14,0,0,0,ae38d267_14
Madison Hammond,ae38d267,Angel City,05172025,99,us USA,M,27-183,25,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.0,0,0,14,20,70.0,1,8,0,1,1,ae38d267_99
Mary Vignola,ae38d267,Angel City,05172025,16,us USA,D,27-095,66,0,0,0,0,2,0,0,0,71,1,3,0,0.1,0.1,0.0,3,0,38,56,67.9,1,27,0,3,1,ae38d267_16
Miyabi Moriya,ae38d267,Angel City,05172025,29,jp JPN,D,28-268,24,0,0,0,0,0,0,0,0,31,1,1,0,0.0,0.0,0.0,0,0,16,23,69.6,3,12,0,1,0,ae38d267_29
Megan Reid,ae38d267,Angel City,05172025,6,us USA,D,29-038,90,0,0,0,0,0,0,1,0,92,5,0,1,0.0,0.0,0.1,1,0,69,81,85.2,2,39,0,0,0,ae38d267_6
Sarah Gorden,ae38d267,Angel City,05172025,11,us USA,D,32-246,90,0,0,0,0,0,0,0,0,70,0,2,1,0.0,0.0,0.0,2,0,54,63,85.7,8,32,2,0,0,ae38d267_11
Gisele Thompson,ae38d267,Angel City,05172025,20,us USA,D,19-166,90,0,0,0,0,0,0,0,0,62,2,2,1,0.0,0.0,0.1,4,0,37,49,75.5,4,18,5,1,1,ae38d267_20
Angelina Anderson,ae38d267,Angel City,05172025,19,us USA,G,24-056,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,19,29,65.5,0,9,0,0,0,ae38d267_19
Ludmila,d976a235,Chicago Stars,05242025,14,br BRA,F,30-174,61,0,0,0,0,0,0,0,0,17,1,1,0,0.0,0.0,0.0,0,0,9,10,90.0,1,11,0,2,0,d976a235_14
Ally Schlegel,d976a235,Chicago Stars,05242025,34,us USA,F,25-106,29,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,5,7,71.4,0,4,0,1,1,d976a235_34
Jameese Joseph,d976a235,Chicago Stars,05242025,8,us USA,F,23-021,89,0,0,0,0,0,0,0,0,37,3,0,1,0.0,0.0,0.0,0,0,17,23,73.9,0,23,2,2,2,d976a235_8
Chardonnay Curran,d976a235,Chicago Stars,05242025,11,us USA,F,25-279,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0,d976a235_11
Julia Grosso,d976a235,Chicago Stars,05242025,21,ca CAN,F,24-268,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,26,30,86.7,1,19,0,1,0,d976a235_21
Shea Groom,d976a235,Chicago Stars,05242025,10,us USA,M,32-081,61,1,0,0,0,1,1,0,0,33,1,0,0,0.1,0.1,0.0,1,1,18,26,69.2,2,14,1,1,0,d976a235_10
Jenna Bike,d976a235,Chicago Stars,05242025,24,us USA,M,27-111,29,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,8,14,57.1,1,10,0,0,0,d976a235_24
Maitane López Millán,d976a235,Chicago Stars,05242025,77,es ESP,M,30-072,90,0,0,0,0,0,0,0,0,47,2,1,1,0.0,0.0,0.0,0,0,34,40,85.0,1,23,0,6,4,d976a235_77
Bea Franklin,d976a235,Chicago Stars,05242025,20,us USA,M,24-232,79,0,0,0,0,0,0,0,0,47,4,0,3,0.0,0.0,0.0,0,0,27,32,84.4,1,13,0,0,0,d976a235_20
Micayla Johnson,d976a235,Chicago Stars,05242025,23,us USA,F,17-126,11,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,4,4,100.0,0,4,1,0,0,d976a235_23
Samantha Staab,d976a235,Chicago Stars,05242025,3,us USA,D,28-057,90,0,1,0,0,0,0,0,0,117,0,1,3,0.0,0.0,0.1,1,1,77,101,76.2,9,56,0,0,0,d976a235_3
Hannah Anderson,d976a235,Chicago Stars,05242025,41,us USA,D,24-051,90,0,0,0,0,0,0,0,0,92,0,2,3,0.0,0.0,0.0,0,0,67,77,87.0,0,53,0,0,0,d976a235_41
Cari Roccaro,d976a235,Chicago Stars,05242025,4,us USA,D,30-310,90,0,0,0,0,0,0,0,0,75,2,3,0,0.0,0.0,0.0,0,0,51,61,83.6,3,40,0,0,0,d976a235_4
Taylor Malham,d976a235,Chicago Stars,05242025,32,us USA,D,26-004,90,0,0,0,0,0,0,0,0,55,3,0,0,0.0,0.0,0.0,0,0,38,47,80.9,2,23,1,1,0,d976a235_32
Alyssa Naeher,d976a235,Chicago Stars,05242025,1,us USA,G,37-034,89,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,36,42,85.7,0,22,0,0,0,d976a235_1
Halle Mackiewicz,d976a235,Chicago Stars,05242025,22,us USA,G,23-242,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,d976a235_22
Beatriz,6f666306,Current,05242025,9,br BRA,F,31-158,75,1,1,0,0,3,1,0,0,46,1,0,0,0.4,0.4,0.4,2,1,25,33,75.8,6,17,1,1,1,6f666306_9
Haley Hopkins,6f666306,Current,05242025,13,us USA,F,26-154,15,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,2,0,5,7,71.4,2,6,0,0,0,6f666306_13
Temwa Chaŵinga,6f666306,Current,05242025,6,mw MWI,F,26-246,89,1,0,0,0,3,2,0,0,34,1,0,1,1.1,1.1,0.0,4,1,15,23,65.2,2,25,2,1,0,6f666306_6
Lacho Marta,6f666306,Current,05242025,30,ao ANG,F,26-069,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,6f666306_30
Nichelle Prince,6f666306,Current,05242025,8,ca CAN,F,30-094,62,0,0,0,0,2,2,0,0,30,1,0,0,0.1,0.1,0.0,1,1,10,18,55.6,1,19,3,3,2,6f666306_8
Michelle Cooper,6f666306,Current,05242025,17,us USA,F,22-171,28,0,0,0,0,1,0,0,0,5,0,0,0,0.0,0.0,0.4,1,0,4,4,100.0,1,4,2,0,0,6f666306_17
Raquel Rodríguez,6f666306,Current,05242025,11,cr CRC,M,31-208,62,0,0,0,0,1,1,1,0,28,0,0,0,0.0,0.0,0.0,2,0,15,24,62.5,1,8,0,0,0,6f666306_11
Claire Hutton,6f666306,Current,05242025,14,us USA,M,19-133,28,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.4,1,0,12,14,85.7,1,6,0,1,1,6f666306_14
Lo'eau LaBonta,6f666306,Current,05242025,10,us USA,M,32-067,90,0,0,0,0,0,0,0,0,51,1,1,0,0.0,0.0,0.0,2,0,35,42,83.3,7,26,1,2,1,6f666306_10
Vanessa DiBernardo,6f666306,Current,05242025,16,us USA,M,33-009,89,0,0,0,0,1,0,1,0,40,2,1,1,0.0,0.0,0.1,5,0,22,33,66.7,6,26,1,1,0,6f666306_16
Mwanalima Jereko,6f666306,Current,05242025,33,ke KEN,M,27-262,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,6f666306_33
Isabel Rodriguez,6f666306,Current,05242025,18,us USA,D,26-041,90,0,1,0,0,0,0,0,0,68,0,2,1,0.0,0.0,0.2,2,1,43,62,69.4,6,35,4,0,0,6f666306_18
Kayla Sharples,6f666306,Current,05242025,27,us USA,D,27-341,90,1,0,0,0,1,1,0,0,65,1,1,0,0.2,0.2,0.0,0,0,53,60,88.3,4,35,0,0,0,6f666306_27
Elizabeth Ball,6f666306,Current,05242025,7,us USA,D,29-216,90,0,0,0,0,0,0,0,0,61,1,1,0,0.0,0.0,0.0,0,0,49,56,87.5,0,45,0,0,0,6f666306_7
Hailie Mace,6f666306,Current,05242025,4,us USA,D,28-061,90,0,1,0,0,0,0,0,0,71,5,1,0,0.0,0.0,0.1,1,1,53,62,85.5,3,28,1,3,3,6f666306_4
Lorena,6f666306,Current,05242025,23,br BRA,G,28-018,90,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,8,14,57.1,0,7,0,0,0,6f666306_23
Jordyn Huitema,257fad2b,Reign,05232025,9,ca CAN,F,24-015,61,0,0,0,0,0,0,0,0,25,0,0,2,0.0,0.0,0.0,0,0,9,17,52.9,0,11,0,2,0,257fad2b_9
Lynn Biyendolo,257fad2b,Reign,05232025,6,us USA,F,32-002,29,0,0,0,0,1,0,0,0,5,0,0,0,0.1,0.1,0.0,1,0,1,2,50.0,0,3,1,0,0,257fad2b_6
Madeline Dahlien,257fad2b,Reign,05232025,5,us USA,M,20-302,88,0,0,0,0,1,0,0,0,24,1,0,0,0.0,0.0,0.0,0,0,7,16,43.8,2,13,1,2,0,257fad2b_5
Sally Menti,257fad2b,Reign,05232025,18,us USA,M,23-074,2,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,2,0,0,0,257fad2b_18
Emeri Adames,257fad2b,Reign,05232025,47,us USA,M,19-050,60,0,0,0,0,0,0,0,0,34,2,0,1,0.0,0.0,0.0,0,0,17,26,65.4,3,16,2,1,1,257fad2b_47
Jess Fishlock,257fad2b,Reign,05232025,10,wls WAL,M,38-129,30,0,0,0,0,1,1,0,0,16,1,0,0,0.1,0.1,0.1,2,0,6,10,60.0,3,9,0,0,0,257fad2b_10
Samantha Meza,257fad2b,Reign,05232025,20,us USA,M,23-197,90,0,0,0,0,1,0,0,0,59,4,4,4,0.0,0.0,0.0,0,0,29,43,67.4,3,26,1,2,1,257fad2b_20
Angharad James,257fad2b,Reign,05232025,8,wls WAL,M,30-356,73,0,0,0,0,0,0,0,0,30,3,0,0,0.0,0.0,0.0,1,0,21,27,77.8,0,9,0,0,0,257fad2b_8
Ji So-yun,257fad2b,Reign,05232025,91,kr KOR,M,34-091,17,0,0,0,0,1,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,11,15,73.3,0,11,0,0,0,257fad2b_91
Shae Holmes,257fad2b,Reign,05232025,25,us USA,D,25-076,73,1,0,0,0,1,1,1,0,37,2,1,3,0.2,0.2,0.0,2,1,11,21,52.4,0,12,0,3,2,257fad2b_25
Nérilia Mondésir,257fad2b,Reign,05232025,30,ht HAI,D,26-126,17,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,0,6,1,1,0,257fad2b_30
Madison Curry,257fad2b,Reign,05232025,24,us USA,D,24-120,90,0,0,0,0,0,0,0,0,56,3,2,5,0.0,0.0,0.0,1,0,23,38,60.5,4,13,1,0,0,257fad2b_24
Lauren Barnes,257fad2b,Reign,05232025,3,us USA,D,35-357,90,0,0,0,0,0,0,0,0,61,2,0,2,0.0,0.0,0.1,1,0,46,55,83.6,5,36,0,0,0,257fad2b_3
Phoebe McClernon,257fad2b,Reign,05232025,21,us USA,D,27-161,90,0,0,0,0,0,0,0,0,81,4,2,2,0.0,0.0,0.0,1,0,53,64,82.8,3,42,0,0,0,257fad2b_21
Jordyn Bugg,257fad2b,Reign,05232025,23,us USA,D,18-285,90,0,0,0,0,1,0,0,0,78,4,5,2,0.2,0.2,0.0,2,1,37,52,71.2,8,40,1,1,0,257fad2b_23
Claudia Dickey,257fad2b,Reign,05232025,1,us USA,G,25-137,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,25,35,71.4,0,21,0,0,0,257fad2b_1
Ashley Hatch,e442aad0,Spirit,05232025,33,us USA,F,29-363,90,1,0,0,0,3,1,0,0,45,1,0,2,1.5,1.5,0.1,3,0,27,34,79.4,3,30,0,1,0,e442aad0_33
Gift Monday,e442aad0,Spirit,05232025,21,ng NGA,F,23-165,80,0,1,0,0,1,0,0,0,21,0,1,3,0.1,0.1,1.2,4,1,11,14,78.6,0,13,1,2,0,e442aad0_21
Makenna Morris,e442aad0,Spirit,05232025,8,us USA,F,23-027,10,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,4,0,0,0,e442aad0_8
Rosemonde Kouassi,e442aad0,Spirit,05232025,19,ci CIV,F,23-148,88,0,0,0,0,5,1,0,0,44,2,2,1,0.3,0.3,0.2,6,0,14,24,58.3,3,22,2,6,4,e442aad0_19
Brittany Ratcliffe,e442aad0,Spirit,05232025,13,us USA,F,31-105,2,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,0,e442aad0_13
Croix Bethune,e442aad0,Spirit,05232025,7,us USA,M,24-070,65,0,0,0,0,1,0,0,0,23,1,0,0,0.0,0.0,0.0,2,0,9,16,56.3,1,11,0,3,1,e442aad0_7
Hal Hershfelt,e442aad0,Spirit,05232025,17,us USA,M,22-232,25,0,0,0,0,0,0,0,0,14,0,1,0,0.0,0.0,0.0,0,0,10,10,100.0,2,6,1,0,0,e442aad0_17
Narumi Miura,e442aad0,Spirit,05232025,5,jp JPN,M,27-324,90,0,0,0,0,2,0,1,0,65,3,0,0,0.2,0.2,0.1,7,1,40,57,70.2,4,37,0,1,1,e442aad0_5
Rebeca Bernal,e442aad0,Spirit,05232025,4,mx MEX,M,27-265,90,0,0,0,0,3,1,0,0,70,2,5,1,0.2,0.2,0.0,1,0,37,51,72.5,5,29,2,2,2,e442aad0_4
Casey Krueger,e442aad0,Spirit,05232025,3,us USA,D,34-273,80,0,1,0,0,1,0,0,0,63,1,2,1,0.0,0.0,0.3,3,0,35,54,64.8,4,32,2,3,2,e442aad0_3
Kiley Dulaney,e442aad0,Spirit,05232025,34,,D,,10,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,2,6,33.3,1,4,0,0,0,e442aad0_34
Esme Morgan,e442aad0,Spirit,05232025,24,eng ENG,D,24-217,65,0,0,0,0,0,0,0,0,47,1,0,1,0.0,0.0,0.0,0,0,35,39,89.7,3,28,0,0,0,e442aad0_24
Kysha Sylla,e442aad0,Spirit,05232025,25,fr FRA,D,21-108,25,0,0,0,0,0,0,0,0,13,2,0,0,0.0,0.0,0.0,0,0,6,9,66.7,0,3,1,1,1,e442aad0_25
Tara McKeown,e442aad0,Spirit,05232025,9,us USA,D,25-325,90,0,0,0,0,1,0,0,0,76,0,2,3,0.0,0.0,0.0,2,0,48,58,82.8,7,41,2,0,0,e442aad0_9
Gabrielle Carle,e442aad0,Spirit,05232025,14,ca CAN,D,26-223,90,0,0,0,0,0,0,0,0,66,1,2,1,0.0,0.0,0.0,2,0,37,56,66.1,4,35,2,1,0,e442aad0_14
Aubrey Kingsbury,e442aad0,Spirit,05232025,1,us USA,G,33-184,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,23,35,65.7,0,20,0,0,0,e442aad0_1
Mina Tanaka,d4c130bc,Royals,05232025,11,jp JPN,F,31-025,90,0,0,0,0,2,1,0,0,26,1,0,0,0.1,0.1,0.1,2,0,15,19,78.9,1,19,0,0,0,d4c130bc_11
Ally Sentnor,d4c130bc,Royals,05232025,9,us USA,F,21-094,90,0,0,0,0,4,1,0,0,43,1,1,3,0.1,0.1,0.0,4,0,21,29,72.4,3,28,2,2,1,d4c130bc_9
Cecelia Kizer,d4c130bc,Royals,05232025,25,us USA,F,27-319,81,0,0,0,0,1,1,0,0,38,0,2,3,0.0,0.0,0.0,4,0,23,28,82.1,1,21,2,4,2,d4c130bc_25
KK Ream,d4c130bc,Royals,05232025,19,us USA,F,15-320,9,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0,d4c130bc_19
Brecken Mozingo,d4c130bc,Royals,05232025,13,us USA,M,24-076,90,1,0,0,0,2,2,0,0,17,2,0,0,0.3,0.3,0.0,2,0,4,9,44.4,0,10,1,0,0,d4c130bc_13
Ana Tejada,d4c130bc,Royals,05232025,17,es ESP,M,22-355,81,0,0,0,0,0,0,0,0,40,1,0,0,0.0,0.0,0.0,0,0,28,32,87.5,1,28,1,1,0,d4c130bc_17
Dana Foederer,d4c130bc,Royals,05232025,22,nl NED,M,22-300,9,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,7,10,70.0,0,7,0,1,1,d4c130bc_22
Claudia Zornoza,d4c130bc,Royals,05232025,10,es ESP,M,34-215,68,0,1,0,0,4,0,0,0,49,2,1,0,0.1,0.1,0.4,3,1,32,41,78.0,4,34,2,0,0,d4c130bc_10
Bianca St-Georges,d4c130bc,Royals,05232025,53,ca CAN,M,27-299,22,0,0,0,0,1,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,2,2,100.0,0,5,0,0,0,d4c130bc_53
Nuria Rábano,d4c130bc,Royals,05232025,14,es ESP,D,25-342,80,0,0,0,0,0,0,0,0,47,3,2,2,0.0,0.0,0.0,0,0,30,36,83.3,1,25,5,1,1,d4c130bc_14
Madison Pogarch,d4c130bc,Royals,05232025,16,us USA,D,27-199,10,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,1,0,0,0,d4c130bc_16
Lauren Flynn,d4c130bc,Royals,05232025,5,us USA,D,23-001,90,0,0,0,0,0,0,1,0,50,2,0,0,0.0,0.0,0.0,0,0,36,41,87.8,2,27,0,0,0,d4c130bc_5
Kate Del Fava,d4c130bc,Royals,05232025,8,us USA,D,26-304,90,0,0,0,0,0,0,0,0,69,1,1,0,0.0,0.0,0.2,4,0,58,63,92.1,10,47,1,0,0,d4c130bc_8
Janni Thomsen,d4c130bc,Royals,05232025,7,dk DEN,D,25-096,73,0,0,0,0,0,0,0,0,33,1,0,1,0.0,0.0,0.0,0,0,19,26,73.1,2,17,1,0,0,d4c130bc_7
Ana María Guzmán,d4c130bc,Royals,05232025,15,co COL,D,19-346,17,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,1,0,5,5,100.0,2,4,0,0,0,d4c130bc_15
Amanda McGlynn,d4c130bc,Royals,05232025,1,us USA,G,26-201,90,0,0,0,0,0,0,0,0,55,0,0,0,0.0,0.0,0.0,1,1,37,51,72.5,0,40,1,0,0,d4c130bc_1
Barbra Banda,2a6178ac,Pride,05232025,22,zm ZAM,F,25-064,71,3,0,0,0,6,6,1,0,20,0,0,0,1.8,1.8,0.0,4,2,4,10,40.0,0,16,8,4,3,2a6178ac_22
Marta,2a6178ac,Pride,05232025,10,br BRA,F,39-093,19,0,0,0,0,0,0,0,0,18,1,0,0,0.0,0.0,0.0,0,0,7,13,53.8,0,10,0,2,1,2a6178ac_10
Ally Watt,2a6178ac,Pride,05232025,11,us USA,F,28-072,90,0,1,0,0,3,2,0,0,21,1,0,0,1.1,1.1,0.4,3,1,7,14,50.0,1,17,1,2,1,2a6178ac_11
Angelina,2a6178ac,Pride,05232025,15,br BRA,M,25-117,64,0,0,0,0,0,0,0,0,32,0,1,2,0.0,0.0,0.5,3,0,18,24,75.0,2,21,0,2,0,2a6178ac_15
Summer Yates,2a6178ac,Pride,05232025,28,us USA,M,24-340,26,0,0,0,0,1,1,0,0,7,0,0,0,0.0,0.0,0.9,3,0,5,5,100.0,2,7,1,1,1,2a6178ac_28
Morgan Gautrat,2a6178ac,Pride,05232025,16,us USA,M,32-086,71,0,0,0,0,0,0,0,0,43,1,1,1,0.0,0.0,0.0,1,0,29,37,78.4,5,28,0,0,0,2a6178ac_16
Ally Lemos,2a6178ac,Pride,05232025,30,us USA,M,21-080,19,0,0,0,0,1,1,0,0,16,2,0,1,0.1,0.1,0.0,0,0,9,10,90.0,2,8,1,0,0,2a6178ac_30
Haley Hanson,2a6178ac,Pride,05232025,2,us USA,M,29-110,83,0,1,0,0,1,0,0,0,23,1,1,0,0.9,0.9,0.1,2,2,17,20,85.0,0,16,1,1,1,2a6178ac_2
Viviana Villacorta,2a6178ac,Pride,05232025,14,us USA,M,26-110,7,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2a6178ac_14
Carson Pickett,2a6178ac,Pride,05232025,19,us USA,D,31-250,90,0,0,0,0,0,0,0,0,60,1,0,2,0.0,0.0,0.2,3,0,38,53,71.7,9,35,1,2,1,2a6178ac_19
Oihane Hernández,2a6178ac,Pride,05232025,21,es ESP,D,25-019,63,0,0,0,0,1,0,0,0,41,1,1,2,0.1,0.1,0.0,1,1,26,31,83.9,3,23,3,2,0,2a6178ac_21
Kerry Abello,2a6178ac,Pride,05232025,25,us USA,D,25-248,27,0,0,0,0,0,0,0,0,18,1,0,0,0.0,0.0,0.0,0,0,10,14,71.4,1,10,0,0,0,2a6178ac_25
Cori Dyke,2a6178ac,Pride,05232025,12,us USA,D,24-245,90,0,0,0,0,0,0,0,0,68,2,0,0,0.0,0.0,0.0,1,0,56,63,88.9,5,40,0,0,0,2a6178ac_12
